City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
263,Belmonte,BR,2022-05-12 05:58:23,-15.8631,-38.8828,73.18,86,30,4.85,scattered clouds
264,Ashqelon,IL,2022-05-12 05:58:24,31.6693,34.5715,69.69,63,1,1.63,clear sky
265,Jinchang,CN,2022-05-12 05:58:24,38.4953,102.1739,52.86,60,100,6.76,overcast clouds
266,Oriximina,BR,2022-05-12 05:58:25,-1.7656,-55.8661,74.98,91,68,3.65,broken clouds
267,Puerto Escondido,MX,2022-05-12 05:56:14,15.85,-97.0667,82.69,72,4,9.01,clear sky
268,Nelson Bay,AU,2022-05-12 05:58:25,-32.7167,152.15,70.0,94,100,1.01,light rain
269,Bridlington,GB,2022-05-12 05:58:26,54.0831,-0.1919,50.9,88,12,13.2,few clouds
270,Gannan,CN,2022-05-12 05:58:26,47.9147,123.5031,54.0,24,68,8.97,broken clouds
271,Port Moresby,PG,2022-05-12 05:58:27,-9.4431,147.1797,81.82,78,40,11.5,scattered clouds
272,Salekhard,RU,2022-05-12 05:58:27,66.53,66.6019,35.94,100,96,1.12,overcast clouds
273,Beloha,MG,2022-05-12 05:58:28,-25.1667,45.05,70.48,63,0,9.22,clear sky
274,Camacha,PT,2022-05-12 05:58:28,33.0833,-16.3333,62.02,88,40,13.8,scattered clouds
275,Salalah,OM,2022-05-12 05:58:29,17.0151,54.0924,97.38,15,52,20.29,broken clouds
276,Pendleton,US,2022-05-12 05:56:55,45.6721,-118.7886,48.4,62,38,5.01,scattered clouds
277,Pisco,PE,2022-05-12 05:58:29,-13.7,-76.2167,60.03,94,0,3.44,clear sky
278,Shaoyang,CN,2022-05-12 05:58:30,27.2315,111.4525,63.27,92,100,3.06,overcast clouds
279,Plettenberg Bay,ZA,2022-05-12 05:59:30,-34.0527,23.3716,55.98,79,0,2.84,clear sky
280,Gillette,US,2022-05-12 05:59:31,44.2911,-105.5022,49.12,85,100,14.97,overcast clouds
281,Lodwar,KE,2022-05-12 05:59:31,3.1191,35.5973,85.35,51,68,12.33,broken clouds
282,Oksbol,DK,2022-05-12 05:59:32,55.6268,8.2876,50.92,84,13,15.1,few clouds
283,Biak,ID,2022-05-12 05:59:32,-0.9131,122.8766,82.42,80,91,3.04,overcast clouds
284,Roald,NO,2022-05-12 05:59:33,62.5833,6.1333,47.91,93,75,19.57,broken clouds
285,Parkes,AU,2022-05-12 05:59:33,-33.1333,148.1833,63.36,87,100,1.99,light rain
286,Odweyne,SO,2022-05-12 05:59:34,9.4092,45.064,81.75,34,55,6.44,broken clouds
287,Saurimo,AO,2022-05-12 05:59:34,-9.6608,20.3916,68.59,60,95,4.79,overcast clouds
288,San Quintin,MX,2022-05-12 05:57:25,30.4833,-115.95,55.78,77,40,10.65,scattered clouds
289,Touros,BR,2022-05-12 05:59:35,-5.1989,-35.4608,72.16,95,100,8.97,overcast clouds
290,Dicabisagan,PH,2022-05-12 05:59:35,17.0818,122.4157,86.99,66,16,12.12,few clouds
291,Samana,DO,2022-05-12 05:59:36,19.2056,-69.3369,77.0,84,100,6.51,overcast clouds
292,Nakasongola,UG,2022-05-12 05:59:36,1.3089,32.4564,72.91,74,58,3.96,broken clouds
293,Cabo San Lucas,MX,2022-05-12 05:59:37,22.8909,-109.9124,78.51,66,61,5.55,broken clouds
294,Mao,ES,2022-05-12 05:59:37,39.8885,4.2658,61.36,100,13,5.75,fog
295,Umtata,ZA,2022-05-12 05:59:38,-31.5889,28.7844,50.56,93,0,3.44,clear sky
296,Moultonborough,US,2022-05-12 05:59:38,43.7548,-71.3967,51.51,85,3,2.84,clear sky
297,Mananjary,MG,2022-05-12 05:59:39,-21.2167,48.3333,73.24,76,87,5.86,light rain
298,Saldanha,ZA,2022-05-12 05:54:40,-33.0117,17.9442,48.25,82,0,3.15,clear sky
299,Mount Isa,AU,2022-05-12 05:59:40,-20.7333,139.5,74.97,50,40,11.5,scattered clouds
300,Igarka,RU,2022-05-12 05:59:40,67.4667,86.5833,33.46,100,100,4.32,overcast clouds
301,Oktyabrskoye,RU,2022-05-12 05:59:40,43.0645,44.7417,51.94,66,75,2.24,broken clouds
302,Eureka,US,2022-05-12 05:59:41,40.8021,-124.1637,47.57,86,93,3.22,overcast clouds
303,Kirakira,SB,2022-05-12 05:59:41,-10.4544,161.9205,82.99,77,92,4.07,overcast clouds
304,Palu,ID,2022-05-12 05:59:42,-0.8917,119.8707,88.3,73,90,4.23,overcast clouds
305,Baraboo,US,2022-05-12 05:59:42,43.4711,-89.7443,77.14,80,40,11.5,scattered clouds
306,Jiaojiang,CN,2022-05-12 05:59:43,28.6803,121.4428,70.0,97,100,1.92,overcast clouds
307,Clyde River,CA,2022-05-12 05:59:43,70.4692,-68.5914,17.83,93,100,21.85,light snow
308,Ancud,CL,2022-05-12 05:59:44,-41.8697,-73.8203,50.77,90,100,13.15,light rain
309,Chapais,CA,2022-05-12 05:59:44,49.7834,-74.8492,37.18,58,37,4.21,scattered clouds
310,Dingle,PH,2022-05-12 05:59:45,10.9995,122.6711,91.6,55,76,9.6,broken clouds
311,Saskylakh,RU,2022-05-12 05:59:45,71.9167,114.0833,28.58,89,55,15.97,light snow
312,Sao Jose Da Coroa Grande,BR,2022-05-12 05:59:46,-8.8978,-35.1478,74.84,87,34,2.68,scattered clouds
313,Zhuhai,CN,2022-05-12 05:59:46,22.2769,113.5678,80.85,94,40,14.97,thunderstorm with light rain
314,Tahoua,NE,2022-05-12 05:59:47,14.8888,5.2692,81.93,48,6,10.31,clear sky
315,Karratha,AU,2022-05-12 05:59:47,-20.7377,116.8463,82.44,38,37,15.39,scattered clouds
316,Caravelas,BR,2022-05-12 05:59:48,-17.7125,-39.2481,69.76,92,42,6.49,scattered clouds
317,Namibe,AO,2022-05-12 05:59:48,-15.1961,12.1522,72.39,64,1,4.34,clear sky
318,Brighton,GB,2022-05-12 05:58:55,50.8284,-0.1395,51.8,93,76,4.0,broken clouds
319,Olafsvik,IS,2022-05-12 05:59:49,64.8945,-23.7142,34.83,91,100,31.63,snow
320,Pangnirtung,CA,2022-05-12 05:59:49,66.1451,-65.7125,10.78,78,78,6.69,broken clouds
321,Parabel,RU,2022-05-12 05:59:50,58.6978,81.4825,63.88,29,100,8.3,overcast clouds
322,Bay Roberts,CA,2022-05-12 05:59:50,47.5999,-53.2648,50.14,89,61,10.0,broken clouds
323,Urgut,UZ,2022-05-12 05:59:51,39.4022,67.2431,71.22,43,11,4.92,few clouds
324,Simao,CN,2022-05-12 05:59:52,22.7886,100.9748,76.5,69,97,5.46,overcast clouds
325,Vazante,BR,2022-05-12 05:59:52,-17.9869,-46.9078,63.93,66,82,2.35,broken clouds
326,Orlik,RU,2022-05-12 05:59:53,52.5178,99.825,47.62,21,0,3.18,clear sky
327,Arecibo,PR,2022-05-12 05:59:53,18.4724,-66.7157,80.01,88,100,3.91,overcast clouds
328,Denpasar,ID,2022-05-12 05:56:02,-8.65,115.2167,87.46,74,20,3.44,few clouds
329,Jizan,SA,2022-05-12 06:01:06,17.3333,42.6667,91.67,50,2,4.54,clear sky
330,Ongandjera,NA,2022-05-12 06:01:09,-17.8833,15.0667,61.48,38,0,6.6,clear sky
331,Chitipa,MW,2022-05-12 06:01:12,-9.7024,33.2697,66.15,77,8,7.36,clear sky
332,Dodge City,US,2022-05-12 06:01:13,37.7528,-100.0171,74.23,78,68,7.0,broken clouds
333,Behshahr,IR,2022-05-12 06:01:13,36.6923,53.5526,65.89,68,63,7.11,broken clouds
334,Yeppoon,AU,2022-05-12 06:01:14,-23.1333,150.7333,74.98,87,100,9.62,heavy intensity rain
335,Lagoa,PT,2022-05-12 06:01:15,39.05,-27.9833,58.03,75,88,8.86,light rain
336,Grand Island,US,2022-05-12 06:01:15,40.925,-98.342,77.38,75,72,5.99,broken clouds
337,Atar,MR,2022-05-12 06:01:16,20.5169,-13.0499,83.16,26,14,9.26,few clouds
338,Ulaanbaatar,MN,2022-05-12 05:59:57,47.9077,106.8832,44.73,24,40,20.13,scattered clouds
339,Baoro,CF,2022-05-12 06:01:16,5.6667,15.9667,70.32,88,81,3.53,broken clouds
340,Tombouctou,ML,2022-05-12 06:01:17,20.0,-3.0,80.62,10,0,11.18,clear sky
341,Batemans Bay,AU,2022-05-12 06:01:17,-35.7167,150.1833,62.1,96,100,3.24,moderate rain
342,Prince Rupert,CA,2022-05-12 05:59:24,54.3161,-130.3201,47.89,85,100,5.75,overcast clouds
343,Urengoy,RU,2022-05-12 06:01:18,65.9667,78.3667,38.35,100,100,7.25,overcast clouds
344,Hamilton,US,2022-05-12 05:58:43,39.1834,-84.5333,67.01,64,29,4.34,scattered clouds
345,Srednekolymsk,RU,2022-05-12 06:01:19,67.45,153.6833,33.8,98,62,7.99,broken clouds
346,Chernyshevskiy,RU,2022-05-12 06:01:20,63.0128,112.4714,42.76,93,99,9.35,overcast clouds
347,Carndonagh,IE,2022-05-12 06:01:20,55.25,-7.2667,46.02,78,100,7.43,overcast clouds
348,Kalmunai,LK,2022-05-12 06:01:21,7.4167,81.8167,90.95,50,60,1.66,broken clouds
349,Sarh,TD,2022-05-12 06:01:21,9.1429,18.3923,83.8,53,100,8.59,overcast clouds
350,Havre-Saint-Pierre,CA,2022-05-12 06:01:22,50.2334,-63.5986,41.18,92,51,11.81,broken clouds
351,Moose Factory,CA,2022-05-12 06:01:22,51.2585,-80.6094,54.99,49,56,5.03,broken clouds
352,Mahebourg,MU,2022-05-12 06:01:23,-20.4081,57.7,80.26,73,25,3.18,light rain
353,Sainte-Suzanne,RE,2022-05-12 06:01:23,-20.9061,55.6089,83.46,70,0,4.61,clear sky
354,Rumoi,JP,2022-05-12 06:01:24,43.9344,141.6428,58.42,73,78,3.8,broken clouds
355,Nantucket,US,2022-05-12 05:59:37,41.2835,-70.0995,50.14,95,100,12.86,overcast clouds
356,Tucuman,AR,2022-05-12 06:01:25,-26.8241,-65.2226,63.59,81,97,0.76,overcast clouds
357,Pamekasan,ID,2022-05-12 06:01:25,-7.1568,113.4746,86.13,70,100,0.67,overcast clouds
358,Coihaique,CL,2022-05-12 06:01:26,-45.5752,-72.0662,40.66,97,97,3.04,overcast clouds
359,Kovvur,IN,2022-05-12 06:01:26,17.0167,81.7333,91.65,70,75,11.5,broken clouds
360,Mayahi,NE,2022-05-12 06:01:27,13.9553,7.6712,85.3,46,62,3.29,broken clouds
361,Nsoko,SZ,2022-05-12 06:01:27,-27.0333,31.95,68.05,72,4,3.06,clear sky
362,Baruun-Urt,MN,2022-05-12 06:01:28,46.6806,113.2792,44.51,25,62,16.22,broken clouds
363,Hobyo,SO,2022-05-12 06:01:28,5.3505,48.5268,87.24,61,81,19.64,broken clouds
364,Marzuq,YE,2022-05-12 06:01:29,14.4,46.4667,87.78,15,66,9.19,broken clouds
365,Kendari,ID,2022-05-12 06:01:29,-3.945,122.4989,84.0,78,87,4.21,overcast clouds
366,Dinar,TR,2022-05-12 06:01:30,38.065,30.1656,53.56,46,0,3.62,clear sky
367,Borda Da Mata,BR,2022-05-12 06:01:30,-22.2742,-46.1653,58.37,96,79,1.97,broken clouds
368,Avera,US,2022-05-12 06:01:31,33.194,-82.5271,60.39,58,0,7.23,clear sky
369,Fort Myers Beach,US,2022-05-12 06:01:32,26.452,-81.9481,71.06,75,0,6.91,clear sky
370,Manta,EC,2022-05-12 05:58:36,-0.95,-80.7333,76.78,83,100,8.05,overcast clouds
371,Senanga,ZM,2022-05-12 06:01:32,-16.1167,23.2667,63.63,49,0,4.21,clear sky
372,Bac Lieu,VN,2022-05-12 06:01:33,9.285,105.7244,89.49,61,51,9.37,broken clouds
373,Imeni Poliny Osipenko,RU,2022-05-12 06:01:33,52.4201,136.4853,37.99,90,100,11.41,light rain
374,Nicolas Bravo,MX,2022-05-12 06:02:34,18.45,-88.9167,71.1,98,51,2.24,broken clouds
375,Lata,PT,2022-05-12 06:02:34,40.1629,-8.3327,56.55,70,100,1.9,overcast clouds
376,Skjervoy,NO,2022-05-12 06:02:35,70.0311,20.9714,39.2,97,100,8.5,overcast clouds
377,Turayf,SA,2022-05-12 06:02:35,31.6725,38.6637,67.19,29,0,8.05,clear sky
378,Zhezkazgan,KZ,2022-05-12 06:02:36,47.8043,67.7144,66.18,39,0,6.71,clear sky
379,Bako,ET,2022-05-12 06:02:36,5.7833,36.5667,73.24,65,71,2.24,light rain
380,Cabedelo,BR,2022-05-12 06:02:37,-6.9811,-34.8339,77.67,84,98,5.7,overcast clouds
381,San Pedro,PH,2022-05-12 06:02:37,14.35,121.0167,93.34,56,94,3.71,overcast clouds
382,Bon Accord,CA,2022-05-12 06:02:38,53.8335,-113.4187,50.76,73,99,7.09,overcast clouds
383,Dharchula,IN,2022-05-12 06:02:38,29.85,80.5333,80.29,59,77,2.37,broken clouds
384,Itarema,BR,2022-05-12 06:02:39,-2.9248,-39.9167,76.55,89,92,6.91,overcast clouds
385,Gerash,IR,2022-05-12 06:02:39,27.6652,54.1371,88.52,8,0,2.44,clear sky
386,Beringovskiy,RU,2022-05-12 06:02:40,63.05,179.3167,39.09,79,50,7.07,scattered clouds
387,Sinnamary,GF,2022-05-12 06:02:40,5.3833,-52.95,77.05,88,28,12.3,scattered clouds
388,Miles City,US,2022-05-12 06:02:41,46.4083,-105.8406,49.17,87,75,13.8,broken clouds
389,Taltal,CL,2022-05-12 06:00:32,-25.4,-70.4833,59.09,83,17,2.66,few clouds
390,Saint-Georges,GD,2022-05-12 06:02:41,12.0564,-61.7485,79.14,75,81,15.05,broken clouds
391,Terrace,CA,2022-05-12 06:02:42,54.5163,-128.6035,42.57,88,99,1.48,overcast clouds
392,Vila Franca Do Campo,PT,2022-05-12 06:02:42,37.7167,-25.4333,59.41,73,71,8.59,broken clouds
393,Batagay,RU,2022-05-12 06:02:43,67.6333,134.6333,42.39,83,100,10.54,overcast clouds
394,Derzhavinsk,KZ,2022-05-12 06:02:43,51.1,66.3167,61.12,31,0,1.99,clear sky
395,Yaan,NG,2022-05-12 06:02:44,7.3833,8.5667,74.98,90,100,7.25,overcast clouds
396,Chegdomyn,RU,2022-05-12 06:02:44,51.1167,133.0167,53.67,38,92,5.75,overcast clouds
397,Klyuchi,RU,2022-05-12 06:02:45,52.2667,79.1667,69.21,20,100,2.13,overcast clouds
398,Villa Carlos Paz,AR,2022-05-12 06:02:45,-31.4241,-64.4978,56.39,49,85,1.99,overcast clouds
399,Smiltene,LV,2022-05-12 06:02:46,57.4244,25.9016,52.56,94,97,5.5,overcast clouds
400,Palana,RU,2022-05-12 06:02:46,59.1167,159.9667,35.01,83,92,2.35,overcast clouds
401,Billings,US,2022-05-12 06:00:08,45.7833,-108.5007,49.51,92,56,7.38,broken clouds
402,Norman Wells,CA,2022-05-12 06:02:47,65.282,-126.8329,39.65,70,92,4.63,overcast clouds
403,Kapit,MY,2022-05-12 06:02:48,2.0167,112.9333,93.29,48,46,2.98,scattered clouds
404,Greenville,US,2022-05-12 06:02:48,35.6127,-77.3663,61.14,93,100,11.5,overcast clouds
405,Half Moon Bay,US,2022-05-12 06:02:49,37.4636,-122.4286,52.25,77,0,12.66,clear sky
406,Plaster Rock,CA,2022-05-12 06:02:49,46.9065,-67.39,57.72,70,57,1.59,broken clouds
407,Likasi,CD,2022-05-12 06:00:27,-10.9814,26.7333,64.04,69,50,3.87,scattered clouds
408,Kingaroy,AU,2022-05-12 06:02:50,-26.5333,151.8333,65.3,93,100,8.43,overcast clouds
409,Stephenville,US,2022-05-12 06:02:44,32.2207,-98.2023,77.86,69,0,8.05,clear sky
410,Antalaha,MG,2022-05-12 06:02:51,-14.9003,50.2788,80.58,67,7,7.05,clear sky
411,Mattru,SL,2022-05-12 06:02:51,7.6244,-11.8332,75.92,96,28,1.03,light rain
412,Ilo,PE,2022-05-12 06:02:52,-17.6394,-71.3375,63.66,85,29,6.08,scattered clouds
413,Lasa,IT,2022-05-12 06:02:52,46.6166,10.7002,56.7,87,73,1.05,broken clouds
414,Nyurba,RU,2022-05-12 06:02:53,63.2842,118.3319,50.58,74,85,11.1,light rain
415,Springbok,ZA,2022-05-12 06:02:54,-29.6643,17.8865,48.31,79,0,0.89,clear sky
416,Manado,ID,2022-05-12 06:02:54,1.487,124.8455,88.57,70,40,5.75,scattered clouds
417,Oyem,GA,2022-05-12 06:02:55,1.5995,11.5793,68.13,98,99,0.38,overcast clouds
418,Maceio,BR,2022-05-12 06:02:55,-9.6658,-35.7353,74.64,94,40,3.44,scattered clouds
419,Gazanjyk,TM,2022-05-12 06:02:56,39.2446,55.5154,71.35,46,87,10.09,overcast clouds
420,Broome,US,2022-05-12 06:02:56,42.2506,-75.833,58.55,58,1,2.3,clear sky
421,Bambous Virieux,MU,2022-05-12 06:02:57,-20.3428,57.7575,80.22,73,44,4.21,light rain
422,Tugulym,RU,2022-05-12 06:03:58,57.0591,64.6425,59.32,41,59,10.02,broken clouds
423,Gualeguaychu,AR,2022-05-12 06:03:58,-33.0094,-58.5172,49.89,89,32,6.15,scattered clouds
424,Vila Velha,BR,2022-05-12 06:01:23,-20.3297,-40.2925,70.9,75,97,9.06,overcast clouds
425,Novo Aripuana,BR,2022-05-12 06:03:59,-5.1206,-60.3797,76.82,82,94,1.63,overcast clouds
426,La Ronge,CA,2022-05-12 06:03:10,55.1001,-105.2842,40.82,79,87,1.88,overcast clouds
427,Jeremie,HT,2022-05-12 06:04:00,18.65,-74.1167,77.13,80,100,2.82,overcast clouds
428,Mezen,RU,2022-05-12 06:04:00,65.8522,44.24,52.63,60,100,8.66,overcast clouds
429,Tres Arroyos,AR,2022-05-12 06:04:01,-38.3739,-60.2798,45.05,73,91,6.55,overcast clouds
430,Samfya,ZM,2022-05-12 06:04:01,-11.3649,29.5565,65.89,67,65,7.4,broken clouds
431,Negombo,LK,2022-05-12 06:04:02,7.2083,79.8358,89.65,74,40,12.66,scattered clouds
432,Kushmurun,KZ,2022-05-12 06:04:03,52.4503,64.6311,60.64,29,0,4.65,clear sky
433,Soubre,CI,2022-05-12 06:04:03,5.7856,-6.6083,73.38,99,90,1.79,overcast clouds
434,Pemba,MZ,2022-05-12 06:04:04,-12.974,40.5178,75.22,75,2,11.9,clear sky
435,Dunedin,NZ,2022-05-12 06:04:04,-45.8742,170.5036,55.8,60,51,1.99,broken clouds
436,Barela,IN,2022-05-12 06:03:05,23.1,80.05,99.41,34,2,11.5,haze
437,Vestmannaeyjar,IS,2022-05-12 06:04:05,63.4427,-20.2734,35.71,94,100,7.43,light rain
438,Buluang,PH,2022-05-12 06:04:06,13.3068,123.3425,90.59,54,58,4.03,broken clouds
439,Muskogee,US,2022-05-12 06:02:13,35.5834,-95.3336,71.02,84,87,5.5,overcast clouds
440,Aketi,CD,2022-05-12 06:04:07,2.7388,23.7833,71.78,97,100,0.92,overcast clouds
441,Lorengau,PG,2022-05-12 06:04:07,-2.0226,147.2712,84.9,67,10,7.47,clear sky
442,Jumla,NP,2022-05-12 06:03:05,29.2747,82.1838,69.62,58,81,6.24,broken clouds
443,Vanimo,PG,2022-05-12 06:04:08,-2.6741,141.3028,84.85,71,92,7.23,overcast clouds
444,Pueblo Nuevo,MX,2022-05-12 06:04:09,23.3833,-105.3833,59.72,52,60,6.46,broken clouds
445,Voyinka,UA,2022-05-12 06:04:09,45.8699,33.9914,62.58,44,37,6.78,scattered clouds
446,Krasnokamensk,RU,2022-05-12 06:04:10,50.0979,118.0369,44.82,32,91,12.55,overcast clouds
447,Shenjiamen,CN,2022-05-12 06:04:10,29.9576,122.298,64.18,97,100,3.4,overcast clouds
448,Dukat,RU,2022-05-12 06:04:11,62.55,155.55,34.86,80,9,1.19,clear sky
449,Antsohihy,MG,2022-05-12 06:04:11,-14.8796,47.9875,80.89,63,0,4.52,clear sky
450,Petropavlovsk-Kamchatskiy,RU,2022-05-12 06:04:12,53.0452,158.6483,45.19,71,75,13.42,light rain
451,Nanortalik,GL,2022-05-12 06:04:12,60.1432,-45.2371,32.25,88,100,10.85,light snow
452,Kavieng,PG,2022-05-12 06:04:13,-2.5744,150.7967,83.86,74,100,11.61,light rain
453,Simbahan,PH,2022-05-12 06:04:13,6.3032,120.5836,84.2,74,92,7.07,light rain
454,Kasempa,ZM,2022-05-12 06:01:31,-13.4584,25.8338,64.63,66,12,6.62,few clouds
455,Wanning,CN,2022-05-12 06:04:14,18.8003,110.3967,85.93,74,35,14.74,scattered clouds
456,Monrovia,LR,2022-05-12 06:03:17,6.3005,-10.7969,79.27,85,39,2.06,moderate rain
457,Kasongo-Lunda,CD,2022-05-12 06:04:15,-6.4667,16.8167,71.74,93,98,0.18,overcast clouds
458,Kem,RU,2022-05-12 06:04:15,64.9555,34.5793,49.93,75,73,8.77,broken clouds
459,Port-Cartier,CA,2022-05-12 06:04:16,50.0334,-66.8654,48.0,85,12,7.11,few clouds
460,Oyama,JP,2022-05-12 06:04:16,36.3,139.8,74.59,59,100,10.4,moderate rain
461,Fallon,US,2022-05-12 06:02:01,39.4735,-118.7774,47.77,28,44,4.68,scattered clouds
462,Karla,EE,2022-05-12 06:04:17,59.3723,24.9275,49.71,100,100,8.05,overcast clouds
463,Obo,CF,2022-05-12 06:04:17,5.3998,26.4869,71.19,91,100,5.23,overcast clouds
464,Fortuna,US,2022-05-12 06:04:18,40.5982,-124.1573,49.98,91,100,0.0,overcast clouds
465,Abu Samrah,SY,2022-05-12 06:04:19,35.3029,37.1841,67.64,39,0,13.11,clear sky
466,San Cristobal,VE,2022-05-12 06:04:19,7.7669,-72.225,66.83,96,96,2.21,overcast clouds
467,Turan,VN,2022-05-12 06:05:20,16.0678,108.2208,93.18,55,20,8.05,few clouds
468,Aksarka,RU,2022-05-12 06:05:20,66.5606,67.7975,37.04,100,100,1.81,overcast clouds
469,Amarante Do Maranhao,BR,2022-05-12 06:05:21,-5.5667,-46.7422,71.42,95,98,2.71,overcast clouds
470,Narsaq,GL,2022-05-12 06:05:21,60.9167,-46.05,41.22,86,100,11.97,light rain
471,Ahuimanu,US,2022-05-12 06:05:22,21.4447,-157.8378,78.51,76,100,14.97,overcast clouds
472,Silver City,US,2022-05-12 06:05:22,32.7701,-108.2803,62.56,15,0,9.22,clear sky
473,Staraya Poltavka,RU,2022-05-12 06:05:23,50.4772,46.4814,49.64,68,90,14.34,overcast clouds
474,Chicama,PE,2022-05-12 06:05:24,-7.8447,-79.1469,59.54,86,13,5.64,few clouds
475,Hanzhong,CN,2022-05-12 06:05:24,33.0728,107.0303,80.56,49,0,2.51,clear sky
476,Chimbote,PE,2022-05-12 06:05:25,-9.0853,-78.5783,62.4,94,42,5.66,scattered clouds
477,Ilek,RU,2022-05-12 06:05:25,51.5271,53.3831,50.43,75,97,24.61,light rain
478,Hay River,CA,2022-05-12 06:03:49,60.8156,-115.7999,30.16,89,47,5.03,scattered clouds
479,Coquimbo,CL,2022-05-12 06:05:26,-29.9533,-71.3436,55.13,94,100,4.61,overcast clouds
480,Byron Bay,AU,2022-05-12 06:05:26,-28.65,153.6167,69.71,75,100,14.65,light rain
481,Togul,RU,2022-05-12 06:05:27,53.465,85.9128,68.76,22,83,7.05,broken clouds
482,Tevaitoa,PF,2022-05-12 06:05:27,-16.7833,-151.5,82.11,76,91,16.64,overcast clouds
483,Ampanihy,MG,2022-05-12 06:05:28,-24.7,44.75,69.21,68,0,10.51,clear sky
484,Tocopilla,CL,2022-05-12 06:05:29,-22.092,-70.1979,63.36,73,6,3.13,clear sky
485,Naze,JP,2022-05-12 06:05:29,28.3667,129.4833,74.84,79,99,13.67,overcast clouds
486,Qasigiannguit,GL,2022-05-12 06:05:30,68.8193,-51.1922,21.45,77,14,6.44,few clouds
487,Kalispell,US,2022-05-12 06:05:22,48.1958,-114.3129,44.29,59,20,3.44,few clouds
488,Namalenga,TZ,2022-05-12 06:05:31,-10.95,39.1,73.38,74,3,2.71,clear sky
489,Luderitz,NA,2022-05-12 06:05:31,-26.6481,15.1594,56.46,69,0,10.67,clear sky
490,Awassa,ET,2022-05-12 06:05:32,7.05,38.4667,72.23,51,34,2.37,scattered clouds
491,Bokoro,TD,2022-05-12 06:05:32,12.3807,17.0568,92.25,33,42,6.82,scattered clouds
492,Manaure,CO,2022-05-12 06:05:33,11.7751,-72.4445,80.44,79,100,9.48,overcast clouds
493,Kahului,US,2022-05-12 06:05:33,20.8947,-156.47,77.02,67,40,16.11,scattered clouds
494,Cabo Rojo,PR,2022-05-12 06:05:34,18.0866,-67.1457,79.72,88,100,1.99,overcast clouds
495,Ushtobe,KZ,2022-05-12 06:05:35,45.2514,77.9838,77.5,29,67,2.73,broken clouds
496,Kodinsk,RU,2022-05-12 06:05:35,58.6881,99.1844,63.97,31,16,5.32,few clouds
497,Mumford,GH,2022-05-12 06:05:36,5.2618,-0.759,80.11,85,98,5.84,overcast clouds
498,Mehamn,NO,2022-05-12 06:05:36,71.0357,27.8492,37.31,99,100,5.84,overcast clouds
499,Marathon,US,2022-05-12 06:05:02,44.9,-89.7668,67.19,92,75,12.66,broken clouds
500,Geraldton,AU,2022-05-12 06:05:37,-28.7667,114.6,64.81,94,75,11.5,moderate rain
501,Tamiahua,MX,2022-05-12 06:05:38,21.2667,-97.45,77.56,86,1,2.95,clear sky
502,Kautokeino,NO,2022-05-12 06:05:38,69.0125,23.0412,36.41,97,99,4.88,overcast clouds
503,Yerbogachen,RU,2022-05-12 06:05:39,61.2767,108.0108,58.89,47,88,12.97,overcast clouds
504,Inhambane,MZ,2022-05-12 06:05:39,-23.865,35.3833,73.96,71,32,3.8,scattered clouds
505,Kashary,RU,2022-05-12 06:05:40,49.04,41.0056,58.86,57,92,16.67,overcast clouds
506,Zaysan,KZ,2022-05-12 06:05:41,47.4667,84.8667,71.28,23,67,7.83,broken clouds
507,Valparaiso,CL,2022-05-12 06:05:41,-33.0393,-71.6273,55.47,90,100,2.3,fog
508,Cockburn Town,TC,2022-05-12 06:05:42,21.4612,-71.1419,79.65,73,100,2.91,overcast clouds
509,Aden,YE,2022-05-12 06:05:43,12.7794,45.0367,86.09,64,21,11.16,few clouds
510,Bonfim,BR,2022-05-12 06:05:43,3.0833,-59.95,77.65,74,16,6.64,few clouds
511,Pontes E Lacerda,BR,2022-05-12 06:05:44,-15.2261,-59.3353,68.7,87,95,2.75,overcast clouds
512,Gazli,UZ,2022-05-12 06:05:45,40.1333,63.45,84.0,17,47,12.17,scattered clouds
513,Palimbang,PH,2022-05-12 06:06:45,6.2106,124.1894,84.18,81,86,5.48,overcast clouds
514,Port Blair,IN,2022-05-12 06:06:46,11.6667,92.75,78.84,89,100,3.44,overcast clouds
515,Ayagoz,KZ,2022-05-12 06:06:46,47.9714,80.4392,71.62,31,9,3.06,clear sky
516,Bonavista,CA,2022-05-12 06:06:47,48.6499,-53.1147,44.44,94,30,17.43,scattered clouds
517,Henties Bay,NA,2022-05-12 06:06:48,-22.116,14.2845,59.41,80,0,7.58,clear sky
518,Ivybridge,GB,2022-05-12 06:02:21,50.3904,-3.9191,49.55,95,68,7.18,broken clouds
519,Virginia Beach,US,2022-05-12 06:05:41,36.8529,-75.978,59.0,94,100,16.11,light intensity drizzle
520,Turukhansk,RU,2022-05-12 06:06:48,65.8167,87.9833,37.69,100,100,5.66,overcast clouds
521,Bratsk,RU,2022-05-12 06:06:49,56.1325,101.6142,63.09,39,31,1.88,scattered clouds
522,Kouvola,FI,2022-05-12 06:03:10,60.8667,26.7,47.23,90,75,10.36,broken clouds
523,Xining,CN,2022-05-12 06:06:49,36.6167,101.7667,70.52,32,13,18.59,few clouds
524,Ladispoli,IT,2022-05-12 06:06:50,41.9537,12.0735,66.96,61,8,2.15,clear sky
525,Yiyang,CN,2022-05-12 06:06:51,28.5892,112.3283,64.8,87,100,6.89,overcast clouds
